id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
2312,3/10/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2390,3/10/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2656,3/10/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2819,3/10/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3742,3/10/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2018,3/11/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
2052,3/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2343,3/11/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2581,3/11/2025,Reportes Gerenciales,Tiempo de generacion del reporte mensual supera los 27 minutos,Gerencia,Ambato,Eficiencia,Mide duracion de un proceso que se completa (generacion de reporte); recursos (tiempo) usados para lograr el objetivo.
3344,3/11/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3417,3/11/2025,Portal Citas,Usuario no logra agendar tras 2 intentos,Paciente,Cuenca,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
3460,3/11/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 14s,Medico,Quito,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1781,3/12/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Medico,Quito,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3651,3/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2247,3/13/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2329,3/13/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2823,3/13/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2877,3/13/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1040,3/14/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1266,3/14/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1701,3/14/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1804,3/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2146,3/14/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2476,3/14/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2571,3/14/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 14s,Enfermeria,Quito,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2681,3/14/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2842,3/14/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3248,3/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3254,3/14/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
3589,3/14/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Ambato,Efectividad,El usuario no logra completar su objetivo (agendar la cita) pese a reintentar: fallo de Efectividad.
3616,3/14/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3733,3/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1201,3/15/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1283,3/15/2025,Portal Citas,Tiempo de espera en el portal supera los 18s en horas pico,Paciente,Guayaquil,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
1646,3/15/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 28s,Paciente,Cuenca,Eficiencia,Metrica de tiempo sobre una notificacion que si llega; corresponde a Eficiencia.
2829,3/15/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 11s,Paciente,Cuenca,Eficiencia,Metrica de tiempo sobre una notificacion que si llega; corresponde a Eficiencia.
3380,3/15/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Quito,Satisfaccion,"El sistema puede seguir siendo usable, pero degrada la percepcion de comodidad/confianza del usuario (calidad de experiencia), sin impedir totalmente la tarea ni exponer un riesgo concreto."
1247,3/16/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1256,3/16/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1475,3/16/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1651,3/16/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2019,3/16/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2132,3/16/2025,HCE,Nota de evolucion tarda 35s en guardarse,Enfermeria,Ambato,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
2318,3/16/2025,HCE,Tiempo de carga de la ficha clinica supera los 23s en horas pico,Medico,Ambato,Eficiencia,"Es un umbral de tiempo de carga/respuesta frente a una tarea que si se completa; corresponde a Eficiencia, no a Efectividad."
2432,3/16/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
